Class 1
('HEFAMINC', 6.5086957908044845)
('HEHOUSUT', 1.2260869993123906)
('HES1A', 1.1130433566930669)
('HES1B', 1.6521739902100043)
('HES1C', 1.4478261254363689)
('HES1D', 1.9304347694405046)
('HES8B', 1.5173912593214289)
('HES9', 1.160869549418464)
('HESC3', 1.3999998865006178)
('HESC3A', 0.047825906867003977)
('HESC4', 1.6521738472424663)
('HESCF3', 0.039130631257283319)
('HETENURE', 1.7782609705576515)
('HETS2O', 125.9956724596201)
('HETS3O', 18.173916579898833)
('HETS4O', 17.669540014392293)
('HETS5O', 3.7565196371786702)
('HETS6O', 14.891292914148464)
('HETS7O', 0.10000020822200832)
('HETS8CO', 44.743482239389991)
('HETS8DO', 2.5999891012039376)
('HETS8O', 136.74780827827055)
('HETS8OU', 128.13041534278864)
('HETSP3O', 198.32174112847272)
('HHSUPWGT', 3057.5820909870108)
('HRHHID', 162339786615381.06)
('HRHHID2', 91641.3606122786)
('HRHTYPE', 3.8869565003807725)
('HRNUMHOU', 3.7043475766861755)
('HRPOOR', 1.2565217876881438)
('HRSUPINT', 1.0)
('HUBUS', 1.8999999810707238)
('HUFINAL', 180.13043083216476)
('HWHHWGT', 2418.8144913690462)
('HWHHWTLN', 1.0565217498295909)
('OCCURNUM', 1.4391305178638831)
('PEAFEVER', 1.9652173847202519)
('PEAFNOW', 2.0)
('PECYC', 0.50000028379385419)
('PEDISDRS', 1.9782608654501574)
('PEDISEAR', 1.9652173847202519)
('PEDISEYE', 1.9565217309003149)
('PEDISOUT', 1.9391304232604407)
('PEDISPHY', 1.9043478080170149)
('PEDISREM', 1.9260869425668614)
('PEEDUCA', 39.304347929844837)
('PEERNHRO', 2.930435526611554)
('PEFNTVTY', 107.12609644496384)
('PEHRACT1', 15.482607669652495)
('PEHRACTT', 16.234781725077053)
('PEHRUSL1', 15.717390036858705)
('PEHRUSLT', 15.843477017247791)
('PEHSPNON', 1.7826086545031343)
('PEIO1COW', 2.4173912362163827)
('PEIO1ICD', 4687.1822547457914)
('PEIO2ICD', 217.16091086149112)
('PELKDUR', 1.7826092204547708)
('PEMARITL', 5.1826086838934575)
('PEMJOT', 0.57826073941779921)
('PEMLR', 3.2217392731478691)
('PEMNTVTY', 110.03479264736568)
('PENATVTY', 99.634790678720947)
('PERRP', 2.8782612246165478)
('PESCHENR', 1.7130435669081225)
('PESEX', 2.0)
('PRCHLD', 4.7173918183944874)
('PRCITFLG', 0.36086963352738827)
('PRCITSHP', 1.5956522866591822)
('PRCIVLF', 1.3173913181381891)
('PRCOW1', 2.2521738136393399)
('PRDISFLG', 1.799999962177774)
('PRDTCOW1', 3.9608695032478343)
('PREDUCA4', 2.3608696797414424)
('PREDUCA5', 2.5565218906537042)
('PREMPHRS', 8.6173907910537419)
('PREMPNOT', 2.086956588587269)
('PRERELG', 0.23913048004826934)
('PREXPLF', 0.43478259424679638)
('PRFAMNUM', 1.0869565381579263)
('PRFTLF', 0.63043466226477662)
('PRHRUSL', 1.4347826406816)
('PRINUYER', 2.7826092223366117)
('PRMARSTA', 6.1826086838934602)
('PRMJIND1', 5.3130429572734119)
('PRMJOCC1', 2.3086957064730598)
('PRMLR', 1.7695652704490796)
('PRNLFSCH', 1.7913043083215106)
('PRNMCHLD', 1.765217393074116)
('PRPERTYP', 2.0)
('PRPTHRS', 1.217390580348543)
('PRPTREA', 3.3565202763185336)
('PRTAGE', 35.634785050398079)
('PRTFAGE', 0.0043478269099685336)
('PRUNEDUR', 1.8434787971943303)
('PRWKSCH', 1.030434834586649)
('PRWKSTAT', 4.3173912171081357)
('PTDTRACE', 1.8347827204296372)
('PTERN', 0.16613046812282578)
('PTERNH1O', 1.4046959199655644)
('PTERNH2', 0.60178272450167225)
('PTERNHLY', 2.0164786444672389)
('PTERNWA', 94.193756962521064)
('PTIO1OCD', 3042.4652141705933)
('PTIO2OCD', 122.72611037697456)
('PUABSOT', 0.25217401109342802)
('PUBUSCK1', 0.49130449114169744)
('PUBUSCK3', 0.039130492504969888)
('PUCHINHH', 8.6608695010343943)
('PUDWCK1', 0.013043438575097932)
('PUHRCK1', 0.57826073941779921)
('PUHRCK12', 0.6434781430673272)
('PUHRCK2', 2.1521736519256298)
('PUHRCK3', 1.9826085454037834)
('PUHRCK5', 0.43913027829880619)
('PUHRCK6', 0.99999980671782096)
('PUHRCK7', 1.8217389497349477)
('PUHROFF1', 0.21739110589041097)
('PUHROFF2', 0.052174112212385042)
('PUHROT1', 0.26956502881003336)
('PUIO1MFG', 1.7304348703760868)
('PUIOCK1', 1.3086956602907518)
('PUIOCK2', 0.3043480729870377)
('PUIOCK3', 0.21739153478766701)
('PULINENO', 1.4391305178638831)
('PUSLFPRX', 1.1869565571270855)
('PUWK', 1.6956522592691292)
('PWCMPWGT', 2432.2305654813986)
('PWFMWGT', 2434.440028675574)
('PWLGWGT', 2218.3503459973299)
('PWORWGT', 3669.5202719945883)
('PWSSWGT', 2434.4400286755731)
('PWSUPWGT', 3077.4806299707238)
('PWVETWGT', 2459.9694446389417)


Class 3
('GEREG', 2.7934269287372393)
('GESTCEN', 58.643177933019338)
('GESTFIPS', 28.413134919633396)
('GTCBSA', 24569.291246470493)
('GTCBSASZ', 3.2488260986874575)
('GTCO', 38.976548305381939)
('GTINDVPC', 0.14554002518596351)
('GTMETSTA', 1.1924884204170418)
('HEFAMINC', 6.6384949946102036)
('HEHOUSUT', 1.3051645689538471)
('HES1A', 1.1079812816509886)
('HES1B', 1.6244136285502251)
('HES1C', 1.4460090688129228)
('HES1D', 1.9483567652539677)
('HES8B', 1.5539910636392915)
('HES9', 1.0751174323578701)
('HESC3', 1.5164316889785869)
('HESC3A', 0.2112672798071146)
('HESC4', 1.8169012586276918)
('HESCF3', 0.10328691351631696)
('HETENURE', 1.718309629219108)
('HETS2O', 127.3004945403348)
('HETS3O', 19.633803493319643)
('HETS4O', 22.647761061210495)
('HETS5O', 5.2018164293782201)
('HETS6O', 15.962452412889192)
('HETS7O', 0.98122227843881493)
('HETS8CO', 46.023375559271635)
('HETS8O', 143.53987815516732)
('HETS8OU', 123.2441318939717)
('HETSP3O', 199.4364348931912)
('HHSUPWGT', 3283.7419772674871)
('HRHHID', 862915187213963.5)
('HRHHID2', 91640.807244572643)
('HRHTYPE', 3.7981219007356946)
('HRNUMHOU', 3.849761476419165)
('HRPOOR', 1.1737090349825938)
('HRSUPINT', 1.0)
('HUBUS', 1.9342722466868636)
('HUFINAL', 177.52580246089582)
('HWHHWGT', 2642.7390813058337)
('HWHHWTLN', 1.0938967904473376)
('OCCURNUM', 1.5305167333593084)
('PEAFEVER', 1.9765258023881656)
('PEAFNOW', 2.0)
('PECYC', 0.23004598116840055)
('PEDISDRS', 1.9295774071644967)
('PEDISEAR', 1.9671361233434317)
('PEDISEYE', 1.9671361233434317)
('PEDISOUT', 1.8826291445830987)
('PEDISPHY', 1.8920186913492125)
('PEDISREM', 1.8967135305079286)
('PEEDUCA', 39.361502332942287)
('PEERNHRO', 2.3802844558299934)
('PEERNWKP', 0.24413247342722205)
('PEFNTVTY', 98.976398329191554)
('PEHRACT1', 15.892031745105841)
('PEHRACT2', 0.089202769189115169)
('PEHRACTT', 16.91550676098182)
('PEHRUSL1', 15.887336905672388)
('PEHRUSL2', 0.03755953444307953)
('PEHRUSLT', 16.492971204057717)
('PEHSPNON', 1.8075122374703183)
('PEIO1COW', 2.4741810258736181)
('PEIO1ICD', 4709.1632546369337)
('PEIO2ICD', 124.13155778964435)
('PELKDUR', 2.5070451232080373)
('PEMARITL', 5.1267598769194622)
('PEMJOT', 0.55399179869990656)
('PEMLR', 3.2112648044992715)
('PEMNTVTY', 94.41770915297333)
('PENATVTY', 80.901266168079104)
('PERRP', 3.0657289898622815)
('PESCHENR', 1.7230051260751245)
('PESEX', 2.0)
('PRCHLD', 4.5680733669211877)
('PRCITSHP', 1.3849748671720026)
('PRCIVLF', 1.3239431365136833)
('PRCOW1', 2.3239462158330202)
('PRDISFLG', 1.7605633173652109)
('PRDTCOW1', 4.0985954177763206)
('PREDUCA4', 2.3051640712051031)
('PREDUCA5', 2.5258215287489363)
('PREMPHRS', 8.6338094385781918)
('PREMPNOT', 2.1079797556896862)
('PRERELG', 0.15492970423069727)
('PREXPLF', 0.46009503598706813)
('PRFAMNUM', 1.1267605348306968)
('PRFTLF', 0.61502471249807855)
('PRHRUSL', 1.3708938759479841)
('PRINUYER', 2.0140789183344245)
('PRMARSTA', 6.1267598769194622)
('PRMJIND1', 5.4131504850190568)
('PRMJOCC1', 2.4037585413233296)
('PRMLR', 1.7840366191760031)
('PRNLFSCH', 1.8262909376724255)
('PRNMCHLD', 1.7605596305940105)
('PRPERTYP', 2.0)
('PRPTHRS', 0.94366320217123589)
('PRPTREA', 3.469486698452485)
('PRTAGE', 35.553997098529166)
('PRUNEDUR', 2.6760593460132456)
('PRWKSCH', 1.0093904695743581)
('PRWKSTAT', 4.3615049316446379)
('PTDTRACE', 1.615023977396769)
('PTERN', 3.7504256122301993)
('PTERNH1O', 0.99305246386580559)
('PTERNH2', 0.46093935248862017)
('PTERNHLY', 1.4639918163544303)
('PTERNWA', 70.084939982075966)
('PTIO1OCD', 3083.3826769933698)
('PTIO2OCD', 67.230102778557807)
('PUABSOT', 0.046947239825720223)
('PUBUSCK1', 0.48356691747902869)
('PUCHINHH', 8.7652580238816586)
('PUHRCK1', 0.55399179869990656)
('PUHRCK12', 0.61971955201304285)
('PUHRCK2', 2.1314577950116478)
('PUHRCK3', 1.9201900442322386)
('PUHRCK5', 0.4272311315960009)
('PUHRCK6', 0.99061184654551648)
('PUHRCK7', 1.8826313003262034)
('PUHROFF1', 0.25821690879079334)
('PUHROFF2', 0.10798212727858267)
('PUHROT1', 0.27699626688767048)
('PUIO1MFG', 1.7370913028673223)
('PUIOCK1', 1.3239454796259533)
('PUIOCK2', 0.37089313904688637)
('PUIOCK3', 0.2206582743311464)
('PULINENO', 1.5305167333593084)
('PUSLFPRX', 1.2394368156148323)
('PUWK', 1.7230042310252631)
('PWCMPWGT', 2630.1599529789642)
('PWFMWGT', 2653.6501780094327)
('PWLGWGT', 2368.3027082066601)
('PWORWGT', 2593.5477507926043)
('PWSSWGT', 2653.6501780094327)
('PWSUPWGT', 3300.6843037144436)
('PWVETWGT', 2628.9273802749763)
